,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
489,424,Dennis Schröder\schrode01,PG,26,OKC,54,1685,17.0,0.5760000000000001,0.34299999999999997,0.226,1.2,12.0,6.8,21.5,1.0,0.7,13.4,27.3,,1.7,1.4,3.1,0.08900000000000001,,1.0,-1.6,-0.6,0.6
490,425,Mike Scott\scottmi01,PF,31,PHI,55,947,9.6,0.528,0.6509999999999999,0.098,5.1,16.3,10.8,4.5,0.9,0.4,6.5,14.0,,0.6,1.0,1.7,0.084,,-1.6,-1.4,-3.0,-0.2
491,426,Thabo Sefolosha\sefolth01,PF,35,HOU,38,409,10.0,0.513,0.6,0.071,5.3,17.7,11.5,7.7,2.3,2.5,13.8,10.2,,0.2,0.5,0.7,0.083,,-2.8,1.8,-1.0,0.1
492,427,Collin Sexton\sextoco01,SG,21,CLE,54,1737,15.9,0.544,0.221,0.231,3.5,7.5,5.5,14.1,1.5,0.3,10.7,27.0,,1.5,0.2,1.7,0.047,,0.0,-3.1,-3.0,-0.5
493,428,Landry Shamet\shamela01,SG,22,LAC,38,1111,9.7,0.621,0.7559999999999999,0.162,0.4,6.8,3.7,8.4,0.6,0.6,8.5,13.2,,1.6,0.8,2.5,0.107,,1.3,-1.0,0.3,0.6
494,429,Marial Shayok\shayoma01,SG,24,PHI,2,10,-1.9,0.3,0.6,0.0,0.0,32.7,16.5,13.4,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.22,,-12.2,-2.7,-15.0,0.0
495,430,Iman Shumpert\shumpim01,SG,29,BRK,13,241,5.3,0.40299999999999997,0.516,0.109,3.9,10.4,7.2,6.8,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,0.0,,-4.8,1.0,-3.8,-0.1
496,431,Pascal Siakam\siakapa01,PF,25,TOR,44,1538,18.9,0.5529999999999999,0.306,0.252,3.6,18.8,11.4,16.6,1.4,2.5,10.1,28.9,,1.6,2.5,4.1,0.129,,0.4,1.0,1.4,1.3
497,432,Chris Silva\silvach01,PF,23,MIA,37,289,17.2,0.6659999999999999,0.031,0.6920000000000001,20.7,19.6,20.1,9.3,1.5,5.8,26.1,17.5,,0.6,0.5,1.1,0.177,,-0.4,2.7,2.3,0.3
498,433,Ben Simmons\simmobe01,PG,23,PHI,53,1926,20.7,0.607,0.01,0.45899999999999996,6.1,17.8,12.0,34.8,2.9,1.4,20.5,20.8,,3.8,3.4,7.2,0.18,,1.8,3.3,5.1,3.5
499,434,Anfernee Simons\simonan01,SG,20,POR,55,1219,9.7,0.517,0.41700000000000004,0.17300000000000001,1.9,9.5,5.7,9.6,0.7,0.6,9.8,18.7,,0.3,0.2,0.5,0.019,,-1.7,-2.6,-4.3,-0.7
500,435,Alen Smailagić\smailal01,PF,19,GSW,12,118,16.0,0.638,0.306,0.5,7.0,15.1,10.9,12.1,0.8,3.0,17.0,19.1,,0.2,0.1,0.3,0.102,,-1.3,-1.2,-2.5,0.0
501,436,Marcus Smart\smartma01,SG,25,BOS,43,1358,13.8,0.525,0.589,0.201,2.4,9.7,6.1,20.7,2.5,1.4,12.0,18.4,,1.4,2.0,3.4,0.11900000000000001,,1.3,0.8,2.1,1.4
502,437,Dennis Smith\smithde03,PG,22,NYK,30,465,6.8,0.397,0.273,0.261,4.2,12.1,8.0,26.2,2.0,1.6,20.6,22.5,,-1.2,0.4,-0.8,-0.086,,-5.5,-0.5,-6.0,-0.5
503,438,Ish Smith\smithis01,PG,31,WAS,53,1400,14.0,0.517,0.258,0.122,1.9,11.4,6.5,25.1,1.5,1.3,11.0,18.4,,1.3,0.3,1.6,0.054000000000000006,,-0.6,-1.8,-2.4,-0.1
504,439,Zhaire Smith\smithzh01,SG,20,PHI,7,32,1.1,0.313,0.273,0.364,0.0,6.8,3.4,8.3,4.5,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.111,,-9.7,0.0,-9.7,-0.1
505,440,Tony Snell\snellto01,SF,28,DET,50,1373,9.6,0.606,0.6779999999999999,0.064,0.6,6.8,3.7,9.6,0.8,0.7,6.7,11.4,,1.8,0.4,2.2,0.077,,0.3,-1.5,-1.2,0.3
506,441,Omari Spellman\spellom01,PF,22,GSW,49,886,14.5,0.551,0.373,0.312,9.0,17.9,13.3,8.2,1.8,2.4,13.9,18.7,,0.5,0.7,1.3,0.068,,-1.8,-0.3,-2.0,0.0
507,442,Max Strus\strusma01,SG,23,CHI,2,6,30.8,0.727,0.33299999999999996,0.33299999999999996,17.5,0.0,9.1,0.0,0.0,0.0,0.0,24.5,,0.0,0.0,0.0,0.319,,7.1,-9.6,-2.5,0.0
508,443,Edmond Sumner\sumneed01,PG,24,IND,20,268,10.2,0.502,0.325,0.163,3.3,8.6,6.0,14.0,2.4,2.0,14.9,16.6,,-0.1,0.3,0.3,0.047,,-2.6,0.6,-2.0,0.0
509,444,Caleb Swanigan\swanica01,PF,22,TOT,18,199,6.1,0.495,0.055999999999999994,0.278,11.0,24.3,17.7,10.5,0.5,2.6,36.3,13.6,,-0.3,0.2,-0.1,-0.022000000000000002,,-5.8,1.3,-4.5,-0.1
510,444,Caleb Swanigan\swanica01,PF,22,SAC,7,23,0.0,0.512,0.0,0.5,9.5,25.4,17.2,11.7,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.177,,-12.9,5.9,-7.0,0.0
511,444,Caleb Swanigan\swanica01,PF,22,POR,11,176,6.9,0.493,0.063,0.25,11.2,24.2,17.8,10.3,0.3,1.9,32.4,12.6,,-0.1,0.1,0.0,-0.002,,-4.9,0.7,-4.1,-0.1
512,445,Jayson Tatum\tatumja01,PF,21,BOS,50,1707,19.5,0.5539999999999999,0.374,0.239,3.2,18.5,10.9,13.9,2.0,2.4,9.7,28.1,,2.1,2.8,4.9,0.138,,1.2,0.7,2.0,1.7
513,446,Jeff Teague\teaguje01,PG,31,TOT,48,1251,14.9,0.556,0.242,0.413,1.7,8.6,5.1,32.4,1.5,1.1,17.0,19.5,,1.8,0.6,2.4,0.091,,-0.8,-2.3,-3.1,-0.3
514,446,Jeff Teague\teaguje01,PG,31,MIN,34,945,16.1,0.578,0.26899999999999996,0.444,1.6,8.4,4.9,33.0,1.2,1.1,16.4,20.2,,1.8,0.5,2.2,0.114,,0.2,-2.4,-2.2,0.0
515,446,Jeff Teague\teaguje01,PG,31,ATL,14,306,11.2,0.47100000000000003,0.14400000000000002,0.3,2.1,9.3,5.6,30.5,2.1,0.8,19.1,17.1,,0.0,0.1,0.1,0.018000000000000002,,-3.9,-2.0,-5.8,-0.3
516,447,Garrett Temple\templga01,SG,33,BRK,48,1353,9.8,0.505,0.66,0.14300000000000002,2.0,9.9,6.0,12.5,1.3,1.3,9.7,16.6,,0.3,1.4,1.7,0.06,,-1.1,0.0,-1.2,0.3
517,448,Daniel Theis\theisda01,C,27,BOS,48,1100,17.2,0.605,0.22,0.264,10.1,19.1,14.6,9.9,1.4,5.4,10.6,14.3,,2.4,2.0,4.4,0.192,,0.9,3.7,4.6,1.8
518,449,Isaiah Thomas\thomais02,PG,30,WAS,40,925,11.7,0.531,0.444,0.17800000000000002,1.2,6.9,4.0,22.7,0.7,0.6,14.4,24.1,,0.2,-0.2,0.0,0.0,,-0.8,-4.8,-5.6,-0.9
519,450,Khyri Thomas\thomakh01,SG,23,DET,2,6,3.9,0.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,,0.0,0.0,0.0,0.028999999999999998,,-4.8,-3.0,-7.8,0.0
520,451,Matt Thomas\thomama02,SG,25,TOR,24,250,13.2,0.6559999999999999,0.675,0.08800000000000001,1.7,12.0,6.9,7.6,1.3,0.0,8.8,15.6,,0.4,0.3,0.7,0.13699999999999998,,0.7,-1.7,-0.9,0.1
521,452,Tristan Thompson\thomptr01,C,28,CLE,50,1531,16.9,0.5429999999999999,0.027999999999999997,0.29100000000000004,14.8,22.5,18.6,10.1,1.0,2.5,14.6,18.2,,1.8,0.9,2.7,0.084,,-0.6,0.8,0.1,0.8
522,453,Matisse Thybulle\thybuma01,SG,22,PHI,47,953,9.8,0.544,0.643,0.18899999999999997,2.9,5.6,4.3,7.9,3.5,3.6,15.9,11.4,,0.1,1.7,1.8,0.092,,-1.5,3.3,1.9,0.9
523,454,Anthony Tolliver\tollian01,PF,34,TOT,42,636,6.6,0.48200000000000004,0.7759999999999999,0.157,4.8,14.9,9.9,6.4,0.9,1.3,14.9,11.2,,-0.1,0.3,0.2,0.017,,-2.3,-0.6,-2.8,-0.1
524,454,Anthony Tolliver\tollian01,PF,34,POR,33,554,7.6,0.515,0.7609999999999999,0.162,5.1,15.2,10.2,6.7,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,0.034,,-1.5,-0.7,-2.2,0.0
525,454,Anthony Tolliver\tollian01,PF,34,SAC,9,82,0.3,0.252,0.882,0.11800000000000001,2.7,12.8,7.6,4.6,2.4,1.2,18.3,11.6,,-0.2,0.1,-0.2,-0.1,,-7.2,0.4,-6.8,-0.1
526,455,Juan Toscano-Anderson\toscaju01,SF,26,GSW,3,47,8.6,0.6,0.2,0.0,0.0,16.6,8.0,9.3,3.0,0.0,23.1,11.8,,0.0,0.0,0.0,0.02,,-5.3,0.2,-5.1,0.0
527,456,Karl-Anthony Towns\townska01,C,24,MIN,35,1187,26.8,0.642,0.445,0.363,8.1,25.8,16.7,23.2,1.3,2.9,13.2,28.9,,3.9,1.4,5.3,0.214,,6.8,1.4,8.2,3.0
528,457,Gary Trent\trentga02,SG,21,POR,43,767,12.6,0.574,0.632,0.085,2.4,6.3,4.4,6.8,1.8,1.1,4.5,14.8,,1.2,0.3,1.4,0.09,,1.2,-1.6,-0.4,0.3
529,458,Allonzo Trier\trieral01,PG,24,NYK,20,246,12.2,0.5870000000000001,0.541,0.45899999999999996,1.7,9.8,5.6,14.6,0.4,1.5,16.4,21.0,,0.2,0.1,0.3,0.055,,-1.0,-3.2,-4.3,-0.1
530,459,P.J. Tucker\tuckepj01,PF,34,HOU,54,1887,8.7,0.58,0.67,0.136,4.6,16.3,10.4,6.0,1.5,1.0,14.5,8.7,,1.5,1.9,3.4,0.086,,-1.0,1.4,0.5,1.2
531,460,Rayjon Tucker\tuckera01,SG,22,UTA,12,74,4.4,0.44799999999999995,0.316,0.263,3.1,12.6,8.1,3.7,0.7,0.0,12.4,14.3,,-0.1,0.1,0.0,-0.008,,-5.5,-1.3,-6.8,-0.1
532,461,Evan Turner\turneev01,PG,31,ATL,19,251,6.9,0.424,0.075,0.209,3.4,13.0,8.2,20.7,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.064,,-7.2,0.3,-7.0,-0.3
533,462,Myles Turner\turnemy01,C,23,IND,45,1308,14.6,0.568,0.45299999999999996,0.295,4.4,18.8,11.7,5.9,1.2,5.8,11.3,17.9,,0.9,2.0,2.9,0.106,,-1.0,2.5,1.5,1.2
534,463,Jonas Valančiūnas\valanjo01,C,27,MEM,51,1327,22.2,0.631,0.132,0.231,11.7,30.8,21.4,11.1,0.8,4.0,13.2,21.7,,2.9,1.8,4.8,0.17300000000000001,,0.9,1.7,2.6,1.6
535,464,Denzel Valentine\valende01,SF,26,CHI,30,366,12.7,0.52,0.616,0.03,1.1,16.5,8.5,14.7,2.6,1.3,10.7,21.7,,0.0,0.5,0.4,0.057999999999999996,,-1.3,-0.5,-1.9,0.0
536,465,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,46,7.6,0.6759999999999999,0.125,0.25,7.1,14.4,10.7,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.016,,-5.9,1.8,-4.1,0.0
537,465,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,41,7.2,0.7140000000000001,0.0,0.0,8.0,13.5,10.7,6.6,3.6,2.2,50.0,14.8,,-0.1,0.1,0.0,-0.031,,-6.2,2.9,-3.3,0.0
538,465,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,5,11.2,0.532,1.0,2.0,0.0,21.7,10.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,0.11199999999999999,,-3.5,-7.3,-10.8,0.0
539,466,Fred VanVleet\vanvlfr01,PG,25,TOR,45,1621,16.6,0.551,0.473,0.249,1.2,9.6,5.5,27.9,2.5,0.8,12.4,22.2,,2.4,2.4,4.8,0.14300000000000002,,1.9,0.2,2.1,1.7
540,467,Gabe Vincent\vincega01,PG,23,MIA,4,41,1.3,0.316,0.8420000000000001,0.0,0.0,7.8,4.1,10.2,1.2,0.0,0.0,20.4,,-0.1,0.0,-0.1,-0.10400000000000001,,-5.3,-4.5,-9.8,-0.1
541,468,Noah Vonleh\vonleno01,C-PF,24,TOT,30,359,15.3,0.614,0.172,0.345,9.9,25.7,17.6,10.6,1.4,1.4,16.6,13.8,,0.6,0.4,1.0,0.128,,-1.7,0.6,-1.1,0.1
542,468,Noah Vonleh\vonleno01,C,24,MIN,29,347,15.4,0.605,0.163,0.326,9.9,25.6,17.5,10.9,1.5,1.4,16.2,13.9,,0.6,0.4,0.9,0.129,,-1.8,0.9,-0.9,0.1
543,468,Noah Vonleh\vonleno01,PF,24,DEN,1,12,11.9,1.064,1.0,2.0,9.1,27.7,18.4,0.0,0.0,0.0,34.7,10.4,,0.0,0.0,0.0,0.096,,-1.3,-6.2,-7.5,0.0
544,469,Nikola Vučević\vucevni01,C,29,ORL,44,1415,21.6,0.5329999999999999,0.294,0.159,8.3,28.2,17.9,20.8,1.4,2.6,7.7,26.0,,2.2,2.3,4.4,0.15,,2.2,2.2,4.3,2.3
545,470,Dean Wade\wadede01,PF,23,CLE,10,54,13.9,0.7659999999999999,0.3,0.1,4.0,28.9,16.4,2.6,1.8,4.7,22.3,10.6,,0.0,0.1,0.1,0.094,,-3.5,1.0,-2.4,0.0
546,471,Moritz Wagner\wagnemo01,C,22,WAS,26,527,18.0,0.6779999999999999,0.326,0.29,7.2,24.0,15.3,9.4,1.6,2.4,18.4,21.0,,0.9,0.4,1.3,0.114,,0.7,-0.7,-0.1,0.3
547,472,Dion Waiters\waitedi01,SG,28,MIA,3,42,13.8,0.53,0.654,0.038,0.0,28.0,14.6,12.4,0.0,4.7,10.2,30.9,,-0.1,0.1,0.0,0.006999999999999999,,-2.5,-2.0,-4.5,0.0
548,473,Kemba Walker\walkeke02,PG,29,BOS,46,1481,21.0,0.579,0.52,0.27,2.3,11.4,6.9,24.6,1.5,1.5,10.1,27.7,,3.7,1.8,5.5,0.17800000000000002,,4.7,-0.9,3.8,2.2
549,474,Lonnie Walker\walkelo01,SG,21,SAS,46,634,11.3,0.517,0.266,0.21899999999999997,3.1,12.8,8.0,7.6,1.8,1.1,9.6,19.3,,0.0,0.4,0.4,0.027999999999999997,,-2.7,-1.8,-4.4,-0.4
550,475,Tyrone Wallace\wallaty01,SG,25,ATL,14,160,3.9,0.389,0.341,0.386,2.0,12.9,7.4,11.0,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.07400000000000001,,-6.9,-1.3,-8.2,-0.3
551,476,Taurean Waller-Prince\princta02,SF,25,BRK,53,1573,9.9,0.504,0.588,0.114,2.9,18.2,10.8,10.0,1.5,1.1,13.8,20.1,,-1.1,2.1,1.0,0.032,,-2.4,0.5,-1.9,0.0
552,477,Derrick Walton\waltode01,PG,24,LAC,23,222,8.4,0.626,0.583,0.25,0.9,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,0.11,,-0.9,-1.5,-2.4,0.0
553,478,Brad Wanamaker\wanambr01,PG,30,BOS,53,999,12.2,0.557,0.282,0.35200000000000004,1.4,9.8,5.7,19.3,1.9,1.0,15.5,16.0,,1.1,1.3,2.3,0.11199999999999999,,-1.4,0.0,-1.4,0.1
554,479,T.J. Warren\warretj01,SF,26,IND,52,1678,17.5,0.6,0.21,0.231,3.1,9.6,6.4,6.6,1.8,1.3,7.0,22.6,,2.8,1.8,4.6,0.131,,1.1,-0.8,0.3,1.0
555,480,P.J. Washington\washipj01,PF,21,CHO,47,1414,12.3,0.55,0.348,0.244,3.1,17.2,9.9,10.8,1.5,2.5,12.9,17.7,,0.4,1.2,1.6,0.054000000000000006,,-2.0,0.7,-1.4,0.2
556,481,Yuta Watanabe\watanyu01,SG,25,MEM,9,49,7.9,0.508,0.28600000000000003,0.28600000000000003,2.2,14.8,8.6,2.6,0.9,1.7,6.0,14.3,,0.0,0.0,0.0,0.034,,-4.9,-1.8,-6.7,-0.1
557,482,Tremont Waters\watertr01,PG,22,BOS,9,73,8.2,0.457,0.536,0.214,0.0,10.2,5.2,19.1,3.3,2.5,20.7,22.6,,-0.1,0.1,0.0,-0.011000000000000001,,-4.8,0.5,-4.3,0.0
558,483,Paul Watson\watsopa01,SF-SG,25,TOT,4,22,-2.5,0.063,0.429,0.28600000000000003,0.0,14.6,7.3,21.8,2.1,0.0,0.0,14.9,,-0.1,0.0,-0.1,-0.20600000000000002,,-11.1,-1.7,-12.8,-0.1
559,483,Paul Watson\watsopa01,SG,25,ATL,2,17,-7.1,0.0,0.429,0.0,0.0,12.8,6.3,21.3,2.7,0.0,0.0,17.1,,-0.1,0.0,-0.1,-0.322,,-13.5,-2.0,-15.4,-0.1
560,483,Paul Watson\watsopa01,SF,25,TOR,2,5,13.2,0.568,,,0.0,20.6,10.5,23.7,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,0.18899999999999997,,-3.1,-0.8,-3.9,0.0
561,484,Quinndary Weatherspoon\weathqu01,SG,23,SAS,1,4,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.28600000000000003,,-13.5,-3.7,-17.2,0.0
562,485,Russell Westbrook\westbru01,PG,31,HOU,45,1621,21.1,0.531,0.177,0.292,4.7,18.5,11.6,35.7,2.1,0.8,14.6,34.2,,1.7,1.9,3.6,0.106,,1.1,1.0,2.1,1.7
563,486,Coby White\whiteco01,SG,19,CHI,55,1337,10.1,0.47700000000000004,0.48200000000000004,0.151,2.0,14.2,7.8,15.3,1.5,0.3,11.1,23.1,,-1.0,1.2,0.1,0.005,,-2.8,-1.6,-4.4,-0.8
564,487,Derrick White\whitede01,SG,25,SAS,52,1237,15.6,0.579,0.33899999999999997,0.35200000000000004,2.4,11.5,6.9,19.8,1.1,3.0,12.0,18.2,,2.1,0.7,2.7,0.107,,0.7,-0.6,0.1,0.7
565,488,Hassan Whiteside\whiteha01,C,30,POR,51,1570,24.8,0.64,0.006999999999999999,0.35600000000000004,13.4,33.2,23.5,5.9,0.6,8.2,13.5,19.5,,4.2,2.5,6.7,0.205,,-0.1,3.2,3.1,2.0
566,489,Andrew Wiggins\wiggian01,SF-SG,24,TOT,45,1554,16.8,0.5429999999999999,0.349,0.275,3.2,12.4,7.7,18.6,1.1,2.2,11.0,27.8,,1.0,1.0,2.1,0.063,,0.6,-1.2,-0.6,0.5
567,489,Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,16.2,0.535,0.348,0.262,3.3,12.7,7.9,18.4,0.9,2.1,10.8,28.0,,0.7,0.9,1.7,0.055,,0.4,-1.3,-0.9,0.4
568,489,Andrew Wiggins\wiggian01,SG,24,GSW,3,99,25.3,0.701,0.375,0.525,1.0,7.9,4.3,21.7,3.4,4.5,14.0,24.6,,0.3,0.1,0.4,0.19399999999999998,,3.6,0.0,3.6,0.1
569,490,Grant Williams\willigr01,PF,21,BOS,52,809,8.7,0.528,0.424,0.297,6.8,11.5,9.2,8.9,1.3,3.3,18.7,12.1,,0.3,1.1,1.4,0.08199999999999999,,-2.0,1.9,-0.1,0.4
570,491,Johnathan Williams\willijo04,C,24,WAS,11,135,14.4,0.643,0.08,0.2,11.7,23.3,17.3,5.8,0.3,3.8,12.8,9.6,,0.3,0.1,0.3,0.114,,-1.4,-0.1,-1.5,0.0
571,492,Kenrich Williams\willike04,PF,25,NOP,35,779,7.7,0.43,0.6709999999999999,0.168,6.6,17.6,12.0,8.4,1.5,2.2,12.0,9.2,,0.1,0.7,0.8,0.047,,-2.2,1.7,-0.5,0.3
572,493,Lou Williams\willilo02,SG,33,LAC,52,1562,17.3,0.542,0.331,0.374,1.5,9.0,5.4,30.2,1.0,0.6,14.0,28.8,,2.0,1.4,3.4,0.105,,1.0,-1.8,-0.8,0.5
573,494,Marvin Williams\willima02,PF,33,TOT,42,828,12.0,0.599,0.556,0.243,2.0,13.2,7.4,7.5,1.6,2.4,9.5,13.8,,0.9,0.6,1.5,0.09,,-1.2,-0.1,-1.4,0.1
574,494,Marvin Williams\willima02,PF,33,CHO,41,808,11.8,0.593,0.557,0.23800000000000002,1.9,13.2,7.3,7.7,1.6,2.5,9.7,13.9,,0.9,0.6,1.4,0.085,,-1.3,0.0,-1.3,0.1
575,494,Marvin Williams\willima02,PF,33,MIL,1,20,17.0,0.922,0.5,0.5,5.2,13.8,9.8,0.0,0.0,0.0,0.0,10.0,,0.1,0.0,0.1,0.27699999999999997,,2.2,-4.3,-2.1,0.0
576,495,Robert Williams\williro04,C,22,BOS,19,269,18.2,0.6709999999999999,0.0,0.28600000000000003,9.3,25.4,17.4,10.7,3.1,7.2,22.5,11.3,,0.4,0.7,1.1,0.195,,-1.1,7.0,5.9,0.5
577,496,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,0.254,0.28600000000000003,0.28600000000000003,8.2,11.1,9.7,22.2,1.7,3.0,20.2,15.4,,-0.1,0.0,0.0,-0.039,,-6.5,2.2,-4.3,0.0
578,497,Zion Williamson\willizi01,PF,19,NOP,10,274,25.4,0.62,0.076,0.542,13.3,15.5,14.4,14.1,1.2,1.2,13.6,30.9,,0.7,0.2,0.9,0.153,,2.4,-1.8,0.5,0.2
579,498,D.J. Wilson\wilsodj01,PF,23,MIL,26,235,7.8,0.48700000000000004,0.57,0.08900000000000001,2.7,18.1,10.9,9.9,0.2,1.5,12.8,16.5,,-0.1,0.4,0.3,0.055,,-4.1,-0.3,-4.4,-0.1
580,499,Justise Winslow\winslju01,SF,23,MIA,11,352,8.7,0.44,0.209,0.209,5.3,17.3,11.6,18.6,1.0,1.4,14.6,20.7,,-0.4,0.4,0.0,0.001,,-4.3,0.3,-3.9,-0.2
581,500,Christian Wood\woodch01,PF,24,DET,53,1013,22.6,0.66,0.28300000000000003,0.508,8.6,25.3,16.9,6.9,1.2,3.7,11.9,21.9,,2.8,1.2,4.0,0.187,,1.1,-0.1,0.9,0.8
582,501,Delon Wright\wrighde01,SG,27,DAL,53,1116,16.6,0.5539999999999999,0.297,0.252,5.5,13.4,9.5,22.0,2.4,1.4,12.4,15.2,,2.3,1.2,3.5,0.151,,1.0,1.2,2.2,1.2
583,502,Thaddeus Young\youngth01,PF,31,CHI,54,1296,12.2,0.511,0.365,0.12,6.1,15.8,10.8,11.0,2.4,1.2,14.4,19.7,,-0.5,1.6,1.2,0.043,,-2.4,0.7,-1.6,0.1
584,503,Trae Young\youngtr01,PG,21,ATL,50,1760,24.4,0.599,0.45299999999999996,0.444,1.8,11.8,6.7,45.9,1.5,0.2,16.4,35.0,,4.5,0.5,5.1,0.138,,7.7,-2.7,5.0,3.1
585,504,Cody Zeller\zelleco01,C,27,CHO,50,1154,18.2,0.563,0.165,0.34,12.7,21.1,16.7,10.8,1.4,1.8,11.6,20.9,,1.8,1.0,2.8,0.11800000000000001,,-0.1,-0.2,-0.3,0.5
586,505,Ante Žižić\zizican01,C,23,CLE,16,159,18.7,0.621,0.0,0.306,9.6,28.8,19.1,2.9,1.8,2.1,8.3,16.2,,0.4,0.1,0.5,0.151,,-2.4,-1.5,-3.9,-0.1
587,506,Ivica Zubac\zubaciv01,C,22,LAC,55,980,21.0,0.637,0.006999999999999999,0.408,15.0,25.2,20.2,8.7,0.5,4.9,11.9,16.6,,2.9,1.7,4.6,0.22399999999999998,,0.7,2.6,3.2,1.3
